"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39"
"58",0.333313018,0.339720994,0.335595995,0.359180003,0.305925012,0.301477998,0.341885,0.359467,0.362452,0.303575993,0.330328017,0.300570995,0.347054005,0.301757991,0.299421012,0.356721997,0.359034002,0.320630014,0.356817007,0.310427994,0.351029992,0.304735005,0.294620007,0.351467997,0.346744001,0.321379006,0.340580016,0.339655012,0.311237007,0.303833008,0.325565994,0.318819016,0.336102009,0.297765017,0.36116901,0.31812501,0.333478004,0.327726007,0.328649014
"59",0.314043015,0.319373012,0.31567502,0.338743001,0.286632001,0.281479001,0.321628004,0.33871901,0.341749012,0.283410013,0.310878992,0.281745017,0.327125996,0.281807005,0.280548006,0.336080998,0.338553011,0.301243991,0.336237013,0.290607005,0.330464005,0.284575999,0.275261015,0.331934005,0.326945007,0.302873999,0.320289016,0.319424003,0.291721016,0.283699006,0.306838006,0.299430996,0.31585902,0.278014004,0.34039101,0.299122006,0.314186007,0.308609009,0.309305996
"60",0.293761998,0.29796502,0.294481009,0.316709012,0.266611993,0.261204004,0.299600005,0.316281021,0.319564015,0.262932003,0.290448993,0.262602001,0.305508018,0.261583,0.261348993,0.313998997,0.316512018,0.281022012,0.314050019,0.270243019,0.308185995,0.264070004,0.255363017,0.310887009,0.305577993,0.283309013,0.298992008,0.298115015,0.271443993,0.263173014,0.287138999,0.279204011,0.294405997,0.257881016,0.318211019,0.279354006,0.293745011,0.288376004,0.288785011
"61",0.272677004,0.275766015,0.272348017,0.293431014,0.246102005,0.240851998,0.276239008,0.292567015,0.296234995,0.242326006,0.269266993,0.243234009,0.282573998,0.241283998,0.241935,0.290820003,0.293267995,0.260211021,0.290628016,0.249527007,0.284624994,0.243395999,0.23517701,0.288644999,0.28304401,0.262982994,0.276947021,0.276004016,0.250643015,0.242462009,0.266651005,0.258384019,0.272071004,0.237579003,0.294963002,0.259046018,0.272467017,0.267345995,0.267428994
"62",0.251255006,0.253318012,0.249874011,0.269573003,0.225617006,0.220835999,0.252342999,0.268306017,0.272400022,0.222016007,0.247829005,0.223940998,0.259029001,0.221313998,0.22262001,0.267177016,0.269488007,0.239343002,0.266665012,0.22893101,0.260549992,0.222982004,0.215199009,0.265819013,0.260044008,0.242454007,0.254676998,0.253646016,0.22984001,0.22201401,0.245811999,0.237504005,0.249480009,0.217537001,0.271275997,0.238678008,0.250919998,0.246105999,0.245848998
"63",0.23003,0.231243998,0.227724999,0.245894,0.205731004,0.20159401,0.228816003,0.244314998,0.248785004,0.202469006,0.226695001,0.205063999,0.235670999,0.202102005,0.203753009,0.243786007,0.24590601,0.21900101,0.242941007,0.208974004,0.236807004,0.203313008,0.195952013,0.243092999,0.237346008,0.222332999,0.232777998,0.231663004,0.20961301,0.202326998,0.225126997,0.217148006,0.227316007,0.198207006,0.247867003,0.218786001,0.229736,0.225296006,0.224711001
"64",0.209429011,0.210038006,0.206436008,0.223027006,0.186870009,0.183422998,0.206392005,0.221257001,0.225987002,0.184024006,0.206302002,0.186863005,0.213169008,0.183942005,0.185587004,0.221225008,0.223129004,0.199611008,0.220109001,0.190035,0.214089006,0.184744,0.177813008,0.22102201,0.215553999,0.203069001,0.211719006,0.210547,0.190392002,0.183763996,0.204990998,0.197737008,0.206125006,0.179918006,0.225316003,0.199774012,0.209394008,0.205399007,0.204511002
"65",0.189785004,0.190058008,0.186418012,0.201453,0.169299006,0.16649501,0.185585007,0.199601009,0.20445101,0.166888997,0.186965004,0.169540003,0.192010999,0.167006001,0.168326005,0.199926004,0.201599002,0.181438997,0.198652998,0.172359005,0.192879006,0.167493999,0.160992011,0.20001401,0.195078999,0.184954002,0.191840008,0.190649003,0.172448009,0.166544005,0.185706005,0.179537997,0.186279997,0.162875012,0.204049006,0.181902006,0.190219,0.186732009,0.185586005
"66",0.171289995,0.171471,0.167906001,0.181415007,0.153092012,0.150830001,0.166601002,0.179563999,0.184403002,0.151106,0.168836996,0.153209001,0.172444999,0.151324004,0.152086005,0.180112004,0.181556001,0.164574012,0.178826004,0.156029999,0.173404008,0.151620001,0.145525008,0.180295005,0.176100999,0.168102011,0.173304006,0.172132,0.155864999,0.150711,0.167449996,0.16263701,0.167943001,0.147135004,0.184286013,0.165266007,0.172352001,0.169419006,0.16806601
"67",0.154066011,0.154347003,0.151034012,0.163028002,0.138219997,0.136378005,0.149456009,0.161219999,0.165950999,0.13663201,0.152004004,0.137953997,0.154571012,0.13686201,0.136950001,0.161880001,0.163116008,0.149011999,0.160723001,0.14103201,0.155714005,0.137087002,0.131348997,0.162008002,0.158655003,0.152504012,0.156182006,0.155060008,0.14062801,0.136214003,0.150361001,0.147042006,0.151152998,0.132671997,0.166118011,0.149851009,0.155809,0.153452009,0.151937008
"68",0.138231009,0.138715997,0.135862008,0.146343008,0.124628,0.123088002,0.134058997,0.144579008,0.149139002,0.123410001,0.136541009,0.123860002,0.138410002,0.123584002,0.122999005,0.145283997,0.146338999,0.134746,0.144362003,0.127330005,0.139766008,0.123836003,0.118388005,0.145273,0.142728001,0.138134003,0.14052701,0.139470011,0.126703009,0.122985005,0.134579003,0.132749006,0.135897011,0.119446002,0.149581,0.135632008,0.14058201,0.138795003,0.137150005
"69",0.123914003,0.124620005,0.122404002,0.131406009,0.112300001,0.110969,0.120312005,0.129658997,0.134015009,0.111421004,0.122547001,0.111041002,0.123977005,0.111501001,0.110336006,0.130373001,0.131288007,0.121800005,0.129737005,0.114921004,0.12550801,0.111838005,0.106616005,0.130209997,0.128332004,0.124998003,0.126402006,0.125414997,0.114092,0.111005001,0.120274998,0.119789004,0.122175999,0.107464999,0.134708002,0.122612,0.126699999,0.125442997,0.123704001
"70",0.111253999,0.112134002,0.110644005,0.118262999,0.101280004,0.100088999,0.108170003,0.116498999,0.120635003,0.100685999,0.110144004,0.099641703,0.111302003,0.100676,0.0990839,0.117215998,0.118036002,0.110238001,0.116855003,0.103845999,0.112925999,0.101111002,0.096063897,0.116939001,0.115520999,0.113164,0.11389,0.112980001,0.102839001,0.100295,0.107639,0.108228005,0.110030003,0.096772507,0.121546999,0.110857002,0.114231005,0.113449998,0.111650005
"71",0.100308999,0.101275004,0.100483,0.106913999,0.091587201,0.090495802,0.097591504,0.105101004,0.109006003,0.091209799,0.099391297,0.089742899,0.100370005,0.091153696,0.089302003,0.105820999,0.106582001,0.100091003,0.105677001,0.094105303,0.101975001,0.091655098,0.086759113,0.105510004,0.104316004,0.102674,0.103018001,0.102184005,0.092950501,0.090865001,0.096775398,0.098086104,0.099454813,0.087397106,0.110096999,0.100426003,0.103223003,0.102856003,0.101016
"72",0.091067202,0.092007704,0.091780104,0.097293898,0.083215803,0.082221299,0.088527203,0.095405102,0.099070206,0.082982913,0.090276502,0.081366703,0.091115601,0.0829411,0.080996498,0.096122004,0.096860804,0.091332003,0.096129999,0.085668802,0.092582703,0.083443001,0.078712001,0.095876604,0.094681397,0.093535602,0.093757406,0.092997596,0.084407613,0.082702704,0.087692097,0.089330807,0.090405397,0.079337202,0.100290999,0.091334201,0.093674913,0.093654707,0.091795102
"73",0.083432101,0.084235713,0.084375799,0.089266703,0.076122597,0.0752469,0.080908999,0.087292403,0.090713799,0.075963505,0.082700901,0.074459203,0.083415799,0.076004103,0.074113213,0.087995097,0.088734299,0.083886698,0.088096604,0.078477301,0.084647313,0.076422602,0.071901798,0.087906003,0.086537912,0.085729301,0.086005501,0.085317403,0.077148601,0.075766906,0.080290601,0.081884399,0.082786798,0.072551601,0.092019603,0.083561905,0.085546598,0.085812703,0.083949
"74",0.0771617,0.077742413,0.078045897,0.082569197,0.070156701,0.069435604,0.074560098,0.080517501,0.083699003,0.070016906,0.076432504,0.068830296,0.077027,0.070198901,0.068471201,0.081195198,0.081952497,0.077582106,0.0813566,0.072377302,0.077968605,0.070460401,0.066212602,0.081333302,0.079694904,0.079124101,0.079534799,0.078914598,0.071006,0.069912501,0.074303403,0.075569302,0.076397903,0.066891298,0.085058197,0.076982901,0.078681998,0.079187706,0.077323303
"75",0.071952805,0.072267696,0.072577499,0.076908998,0.065119103,0.064586803,0.069256,0.074801303,0.077756897,0.064971402,0.071190603,0.064210013,0.071662597,0.0653283,0.063816898,0.075442202,0.0762209,0.072209902,0.075651504,0.067177497,0.072307803,0.065385506,0.061467499,0.075847402,0.073919699,0.073530503,0.074078605,0.073520407,0.065784603,0.064954802,0.069391102,0.070176899,0.071000904,0.0621516,0.079154804,0.071412399,0.072873905,0.073577806,0.071708098
"76",0.067471802,0.067531101,0.067752495,0.0719814,0.0607755,0.060448002,0.0647249,0.069848605,0.0725981,0.060620803,0.066667505,0.060278498,0.067012295,0.061149605,0.059845604,0.070440702,0.071235605,0.067539103,0.070698,0.062659204,0.067401804,0.060991902,0.057432003,0.071112297,0.068950996,0.068721801,0.069347903,0.0688449,0.0612581,0.060672004,0.065179199,0.065480307,0.066332802,0.058081798,0.074039102,0.066622503,0.067880802,0.068747401,0.0668604
"77",0.0634294,0.063287504,0.063384198,0.067529999,0.056910504,0.056780409,0.060715001,0.065414101,0.067982003,0.056763701,0.062594697,0.056743402,0.062813804,0.057430703,0.056275301,0.065938696,0.0667454,0.063358597,0.066249207,0.058624804,0.063018098,0.057086699,0.053872209,0.0668393,0.064553306,0.0644788,0.065091901,0.064644001,0.0572237,0.056864399,0.061352801,0.0612799,0.062160503,0.054447602,0.069475099,0.062389404,0.0634804,0.064471103,0.062563904
"78",0.059586704,0.0593265,0.0593055,0.063346498,0.053321499,0.053357501,0.056997698,0.061287403,0.063698202,0.053205401,0.058751397,0.053357899,0.0588485,0.053960301,0.052864201,0.061729901,0.062543102,0.059478801,0.062091999,0.054887801,0.0589552,0.053483803,0.050560098,0.062799498,0.060507603,0.0605947,0.061102003,0.060713001,0.0534878,0.053331204,0.057665199,0.057391502,0.058281101,0.051031999,0.065256603,0.058509897,0.059459902,0.060544502,0.058619
"79",0.055792999,0.055494804,0.055411704,0.059298802,0.049855802,0.050017498,0.053397201,0.057321001,0.059593301,0.049795203,0.054990202,0.049964301,0.054974698,0.050583202,0.049458601,0.057674903,0.058495097,0.055755697,0.058084704,0.051303796,0.055065703,0.050039601,0.047326498,0.058846403,0.056644805,0.056901403,0.057237305,0.056909103,0.049897,0.049921401,0.053970404,0.053673305,0.054544199,0.047688402,0.061237503,0.054820202,0.055656202,0.056804001,0.054866802
"80",0.052010797,0.051737897,0.051697005,0.055344202,0.046445101,0.046698801,0.049837202,0.053450704,0.055604704,0.046460401,0.051265001,0.046525702,0.051152002,0.0472387,0.046024103,0.053721499,0.054556798,0.05212,0.054178201,0.0478107,0.051284004,0.0466865,0.044095501,0.0549329,0.052877903,0.0533127,0.0534494,0.053184599,0.046383601,0.0465721,0.050251104,0.050057299,0.050890099,0.044361502,0.057347,0.051233701,0.0519813,0.053166199,0.051227499
"81",0.048261799,0.0480504,0.048207302,0.051481701,0.043077599,0.043399803,0.046306498,0.049663298,0.051718701,0.043180801,0.047581799,0.043075301,0.0473966,0.0439278,0.0425939,0.0498688,0.050729699,0.048553102,0.050371598,0.0443944,0.047597602,0.043404602,0.0408604,0.051075,0.049183201,0.0497979,0.049733002,0.049531303,0.042925201,0.043269403,0.046547402,0.0465139,0.047306601,0.041060101,0.053561699,0.0477225,0.048399799,0.049607199,0.047676198
"82",0.044594802,0.0444571,0.0449908,0.047738302,0.039777301,0.040157102,0.042834401,0.045968004,0.047944002,0.039972801,0.0439783,0.039682202,0.043749202,0.040686302,0.039236102,0.0461425,0.047034599,0.045068301,0.0466948,0.041067202,0.0440263,0.0402092,0.0376666,0.047313802,0.045575999,0.046366502,0.046112999,0.045969401,0.0395387,0.040036902,0.0429198,0.0430484,0.043816,0.037830003,0.049885903,0.044300001,0.044909,0.046142198,0.044225901
"83",0.0410612,0.040996,0.042065199,0.044152901,0.0365896,0.0370235,0.039472099,0.042393003,0.0443087,0.036875002,0.040503401,0.036415201,0.0402615,0.0375637,0.0360124,0.042575501,0.043492801,0.041699998,0.043179698,0.037859403,0.0406029,0.037133101,0.0345756,0.043692701,0.042097099,0.043051999,0.0426259,0.042529099,0.036266603,0.036915001,0.0394274,0.0396844,0.040456701,0.0347251,0.046342399,0.0410024,0.041529801,0.042804301,0.040911399
"84",0.037688904,0.037687398,0.039377101,0.040746503,0.033546202,0.034035802,0.036257003,0.038958099,0.0408298,0.033915002,0.037184101,0.03331,0.036958601,0.034589,0.032953102,0.039179001,0.040111899,0.0384681,0.039837301,0.034788799,0.037344802,0.0341902,0.031627901,0.040232301,0.038773101,0.039877601,0.039290402,0.039229199,0.033138301,0.033934101,0.036093801,0.036444001,0.037254199,0.031778999,0.042945802,0.037851501,0.038274903,0.039613601,0.0377535
"85",0.034484301,0.0345315,0.036826901,0.0375196,0.030658901,0.031211,0.033211701,0.0356743,0.037512902,0.031099102,0.034025602,0.030373001,0.033839501,0.031769801,0.030061001,0.035950202,0.036883898,0.035381299,0.036665499,0.031860102,0.0342611,0.031380899,0.028842801,0.036936399,0.035615101,0.0368535,0.0361095,0.036075599,0.030169701,0.031106601,0.032919001,0.033338599,0.0342138,0.029004801,0.039699502,0.034856901,0.0351502,0.036578,0.0347622
"86",0.031463303,0.031536303,0.034328699,0.034483798,0.027943,0.028563499,0.030358801,0.032561999,0.034371901,0.028443601,0.031041499,0.027615499,0.030907601,0.029116202,0.027341699,0.032897301,0.033817299,0.032455303,0.033667702,0.029085401,0.031363498,0.028713301,0.026239101,0.033816598,0.032639198,0.033997301,0.0330985,0.033082101,0.027379101,0.028443199,0.0299119,0.0303907,0.031347103,0.0264182,0.036621202,0.032035701,0.0321717,0.0337107,0.0319498
"87",0.028654601,0.028725401,0.031846903,0.031663399,0.025424901,0.026119199,0.027721802,0.029655302,0.0314347,0.025972601,0.028261101,0.025062103,0.028182501,0.026645999,0.024819,0.030046701,0.030942002,0.029721599,0.030869702,0.026495103,0.028674901,0.026214799,0.023839999,0.030900499,0.029875299,0.031329103,0.030281801,0.0302782,0.024789501,0.025969002,0.027102301,0.027635401,0.028678501,0.024042901,0.033745401,0.029409101,0.029371899,0.031032899,0.029333999
"88",0.026111301,0.026156101,0.029428501,0.029106801,0.0231499,0.023926999,0.0253476,0.027015101,0.028762002,0.023732301,0.025740799,0.022763399,0.0257126,0.0244123,0.022546301,0.0274547,0.028315702,0.027239799,0.0283265,0.024147,0.026239801,0.023937101,0.021684,0.0282476,0.027375501,0.028893501,0.027713001,0.0277193,0.022448901,0.023731001,0.0245544,0.025132,0.026265601,0.0219237,0.031132901,0.027023202,0.0268087,0.028592501,0.0269573
"89",0.023883501,0.023886301,0.027155602,0.026857799,0.021166202,0.0220313,0.023276601,0.024694601,0.026408901,0.021775501,0.023532402,0.020767,0.0235442,0.0224635,0.020575199,0.025174502,0.025995299,0.025067201,0.026090402,0.0220917,0.0241016,0.0219342,0.019812999,0.0259143,0.025183599,0.0267311,0.0254451,0.025459802,0.020405499,0.021776799,0.022323601,0.022938101,0.0241578,0.020099001,0.028835202,0.024916101,0.0245337,0.026431803,0.0248578
"90",0.0220144,0.021975501,0.025118601,0.024961701,0.019520301,0.020480901,0.021549201,0.0227428,0.0244266,0.0201516,0.0216837,0.019117201,0.021722499,0.0208489,0.0189525,0.023258701,0.024030501,0.0232576,0.024216201,0.0203814,0.0223037,0.020264899,0.018272702,0.0239488,0.0233417,0.024884399,0.0235337,0.023553601,0.0187087,0.020155801,0.020462001,0.021108801,0.0224046,0.0186077,0.0269043,0.023130599,0.022597101,0.0245957,0.023079801
"91",0.0205325,0.020464601,0.023378899,0.023446301,0.018245799,0.019304,0.020186301,0.021186199,0.022844899,0.018896701,0.020223701,0.017839801,0.020278301,0.0196013,0.017703099,0.021733399,0.022451701,0.021840401,0.022731099,0.0190471,0.020870101,0.018968802,0.017090399,0.0223788,0.021873299,0.0233761,0.022015002,0.0220381,0.017389301,0.0188976,0.018997401,0.019678,0.0210336,0.017470801,0.0253681,0.021691101,0.0210301,0.0231071,0.021650201
"92",0.019430902,0.0193482,0.0219428,0.0223068,0.0173379,0.0184949,0.019178299,0.020015601,0.021651302,0.0180069,0.019145001,0.016921701,0.0192027,0.018716199,0.0168164,0.0205894,0.021253401,0.020807002,0.021625401,0.018080801,0.019796601,0.018040301,0.0162632,0.021198301,0.020763401,0.0221988,0.0208875,0.0209189,0.0164418,0.018001599,0.017922599,0.018642001,0.020034501,0.0166813,0.024217101,0.020594699,0.0198303,0.0219595,0.020560801
"93",0.018679399,0.018592302,0.020793401,0.021508701,0.0167634,0.018016601,0.018495001,0.019193102,0.020803001,0.0174457,0.018412301,0.0163304,0.018458001,0.018162299,0.0162537,0.0197841,0.020399202,0.020115601,0.020858001,0.017449701,0.019057201,0.017446201,0.015768399,0.020369301,0.0199717,0.021326901,0.020118,0.0201656,0.0158331,0.0174338,0.017204501,0.0179609,0.019361202,0.016206801,0.0234061,0.0198132,0.018963801,0.021123599,0.019780802
"94",0.018222101,0.0181286,0.019905301,0.020989399,0.016463902,0.017803701,0.018080901,0.018653901,0.0202263,0.017152701,0.017965499,0.016015101,0.017984699,0.017878501,0.015953401,0.019246401,0.019823501,0.0196943,0.020357801,0.0170893,0.0185927,0.017122801,0.015553701,0.019828701,0.019436801,0.020711401,0.0196419,0.0197124,0.015499601,0.017136401,0.016786501,0.0175636,0.0189438,0.0159922,0.022863001,0.0192954,0.0183715,0.0205485,0.0192568
"95",0.0179839,0.017871501,0.0192714,0.020669701,0.0163636,0.017776601,0.0178633,0.0183171,0.019831199,0.017045401,0.0177292,0.0159116,0.0177081,0.017788701,0.0158484,0.018891601,0.019446801,0.019458,0.020044601,0.016921502,0.018328501,0.0169873,0.0155463,0.0194993,0.019082801,0.0202881,0.0193725,0.0194728,0.015355301,0.017029401,0.016596701,0.0173572,0.0187029,0.015962701,0.0225011,0.0189751,0.017978601,0.020164501,0.018923702
"96",0.017886501,0.017736401,0.018910501,0.020470399,0.0163798,0.0178563,0.017771501,0.018102599,0.019536901,0.0170417,0.017626101,0.0159545,0.017559301,0.0178228,0.0158717,0.018642301,0.019191099,0.0193319,0.0198394,0.0168669,0.0181868,0.016958799,0.015670801,0.019305002,0.018835101,0.0199991,0.019228101,0.019357301,0.015318401,0.017034899,0.0165646,0.017260101,0.0185681,0.0160446,0.0222401,0.018785501,0.017710801,0.019905802,0.018714901
"97",0.017854702,0.0176486,0.0188215,0.0203197,0.016443001,0.0179713,0.0177394,0.017938601,0.019282501,0.017075101,0.0175831,0.016074602,0.017470401,0.017908301,0.015961401,0.0184328,0.018989,0.019250901,0.0196764,0.016853999,0.018096,0.0169676,0.015851799,0.0191775,0.018627999,0.019789102,0.0191328,0.0192887,0.0153172,0.0170807,0.0166157,0.017200701,0.0184779,0.016167101,0.0220118,0.018662201,0.017502001,0.019713201,0.018569199
"98",0.017835001,0.017565299,0.018968802,0.020174799,0.016509499,0.018077699,0.0177209,0.0177818,0.0190347,0.0171002,0.017549101,0.0162191,0.017397301,0.018000901,0.0160733,0.0182258,0.0188001,0.019175399,0.019519201,0.016842101,0.0180078,0.016976099,0.0160334,0.0190679,0.018427501,0.0196195,0.0190419,0.019216001,0.015311301,0.017122,0.016695101,0.0171366,0.018396599,0.016285,0.0217837,0.018563701,0.0173117,0.019551801,0.018450201
"99",0.017800901,0.017470701,0.0192731,0.020025101,0.0165589,0.018155001,0.0176882,0.017613301,0.018790901,0.0171037,0.017503399,0.0163556,0.017322201,0.018076001,0.016183201,0.018014099,0.018612402,0.019088201,0.019355599,0.016812401,0.017900901,0.016970601,0.016185399,0.018958401,0.0182271,0.0194708,0.018939901,0.019124201,0.0152868,0.017142801,0.016768301,0.0170567,0.018311601,0.016376801,0.0215497,0.018471401,0.017126301,0.0194047,0.018344
"100",0.0177435,0.0173619,0.019624602,0.019874301,0.016582601,0.0181982,0.017632701,0.017431501,0.0185566,0.017082401,0.017440001,0.016460601,0.017233599,0.0181222,0.016272601,0.017806001,0.018425401,0.018989902,0.019185301,0.016764801,0.0177738,0.016951801,0.0162936,0.018838201,0.018033801,0.019333702,0.0188234,0.019015599,0.0152466,0.0171402,0.0168151,0.0169638,0.0182145,0.016435402,0.021316901,0.018377502,0.0169416,0.0192653,0.018244701
"101",0.0176594,0.017243201,0.019926701,0.0197246,0.016581301,0.018205401,0.017549701,0.017240901,0.0183357,0.017041601,0.017358901,0.0165217,0.017123001,0.018134801,0.0163265,0.017603101,0.018240301,0.0188851,0.019008501,0.016706001,0.0176298,0.0169232,0.016354,0.018701,0.017856,0.019205101,0.018694101,0.018896,0.015199301,0.017119002,0.016818501,0.0168688,0.0181024,0.016455602,0.021089301,0.0182794,0.0167551,0.019134201,0.018153001
"102",0.017544102,0.017113501,0.020113001,0.0195702,0.016550301,0.018175799,0.017432,0.017041501,0.0181215,0.016983001,0.017259,0.0165335,0.0169806,0.018107001,0.016334299,0.017402101,0.018049801,0.018775899,0.018824,0.016635001,0.0174681,0.016881,0.0163654,0.0185396,0.017692501,0.019078102,0.018552501,0.018767001,0.0151447,0.017080201,0.016764501,0.0167713,0.017969402,0.0164303,0.020865601,0.018172299,0.016561501,0.019007299,0.018066401
"103",0.017398901,0.0169726,0.020162201,0.019404,0.016485902,0.018111702,0.0172824,0.0168353,0.017904,0.016908001,0.0171398,0.016500201,0.016802801,0.0180426,0.0162964,0.0171977,0.017850902,0.0186687,0.0186303,0.016555499,0.017291602,0.0168237,0.016333001,0.0183532,0.017539101,0.0189537,0.0183989,0.018632101,0.0150821,0.0170241,0.0166509,0.016672101,0.017814999,0.016356001,0.0206457,0.018055901,0.0163597,0.018875901,0.017982099
"104",0.0172289,0.016821001,0.020078801,0.0192203,0.016391501,0.0180181,0.017108601,0.0166225,0.0176796,0.0168218,0.017004101,0.016428001,0.016597001,0.01795,0.016218901,0.016989401,0.017644601,0.0185713,0.018427702,0.016471799,0.0171046,0.0167554,0.0162652,0.0181465,0.017391,0.0188362,0.018236201,0.0184936,0.0150085,0.016951,0.016488699,0.016574301,0.0176458,0.016241901,0.0204306,0.0179368,0.016155099,0.018741701,0.017897801
"105",0.0170506,0.016666401,0.0198774,0.019023102,0.0162847,0.017910602,0.0169241,0.016410701,0.0174546,0.016737599,0.016859699,0.0163339,0.0163782,0.0178442,0.0161207,0.016783701,0.0174387,0.018492799,0.0182283,0.016396301,0.0169181,0.0166883,0.016178301,0.0179366,0.017253499,0.018736701,0.0180737,0.0183591,0.014930001,0.0168708,0.016299101,0.016483301,0.017480802,0.0161117,0.0202286,0.0178323,0.015963299,0.0186202,0.017821301
"106",0.0168893,0.016531799,0.0195843,0.0188372,0.016194802,0.017819401,0.016752999,0.0162227,0.017250501,0.016677599,0.0167301,0.0162489,0.016180301,0.0177576,0.0160356,0.016603,0.017257901,0.018447001,0.018054102,0.016352002,0.016756501,0.016649399,0.016102899,0.017749902,0.017147301,0.018683301,0.0179381,0.018247901,0.0148699,0.016812701,0.0161191,0.016417202,0.0173511,0.0160111,0.020062301,0.017771201,0.015814701,0.0185386,0.0177771
"107",0.016778301,0.016445501,0.019254901,0.018702701,0.016160201,0.017784201,0.0166307,0.016088301,0.017101601,0.0166764,0.0166518,0.0162108,0.0160472,0.017728802,0.0160021,0.0164856,0.0171341,0.018452,0.0179369,0.016367402,0.016655,0.016672401,0.016078601,0.0176224,0.017105201,0.018711301,0.017861601,0.0181899,0.014857401,0.0168116,0.0159964,0.0164009,0.0172913,0.0159894,0.0199605,0.017789301,0.015749199,0.0185296,0.017800299
"108",0.016752301,0.016437801,0.018971201,0.018653702,0.016219599,0.0178432,0.016589001,0.016036201,0.0170388,0.016763899,0.0166575,0.016252801,0.016013902,0.017792199,0.016053401,0.016463701,0.017100001,0.018527102,0.0179088,0.016471799,0.0166509,0.0167867,0.0161427,0.017578501,0.0171571,0.018854501,0.017873801,0.0182121,0.0149269,0.016899999,0.015970301,0.016460801,0.0173313,0.0160887,0.019949,0.017917201,0.0158005,0.018627301,0.0179234
"109",0.016830999,0.016536601,0.018835802,0.018720102,0.0164023,0.018030301,0.0166489,0.016092101,0.017088901,0.0169662,0.016773401,0.0164009,0.016106199,0.0179745,0.016212899,0.016565101,0.0171811,0.018688101,0.017997202,0.016684501,0.016773701,0.017013401,0.016328,0.0176339,0.0173223,0.0191379,0.017999701,0.0183389,0.0151048,0.017106902,0.0160645,0.0166208,0.017495099,0.0163355,0.020048199,0.0181816,0.015995,0.0188623,0.0181768
"110",0.017028801,0.016766099,0.018942501,0.0189238,0.0167244,0.0183677,0.016826902,0.016277701,0.0172766,0.017301001,0.017015401,0.016673502,0.016339701,0.0182948,0.0164962,0.0168106,0.017399,0.018951001,0.0182207,0.017019201,0.0170421,0.017368801,0.016656701,0.017800299,0.0176153,0.019580701,0.0182571,0.018590299,0.0154121,0.0174524,0.0162923,0.016899701,0.017796,0.016739801,0.020278001,0.018596601,0.016351599,0.019254399,0.018583201
"111",0.0173537,0.0171452,0.019360501,0.019279201,0.0171971,0.018871801,0.017138202,0.016611001,0.017623501,0.0177864,0.0173933,0.017077301,0.016724002,0.018769201,0.016909901,0.0172159,0.017773701,0.019334299,0.018595802,0.0174926,0.017469499,0.0178679,0.0171415,0.0180887,0.018053401,0.0201975,0.0186597,0.018983601,0.015865201,0.0179496,0.016661,0.0173147,0.018245202,0.0173034,0.020659599,0.0191737,0.016883101,0.0198192,0.0191571
"112",0.017808501,0.017682301,0.0201132,0.019793201,0.0178199,0.019543599,0.017582901,0.0170966,0.0181379,0.018425301,0.0179056,0.017609701,0.0172568,0.019398201,0.017448101,0.017782699,0.018314701,0.0198531,0.019129802,0.018112,0.018055001,0.0185146,0.017780799,0.0185038,0.018645901,0.020988001,0.019209601,0.019522902,0.016470199,0.018594202,0.0171634,0.017873,0.018847601,0.018023901,0.0212021,0.019918801,0.017588001,0.020566,0.0199049
"113",0.018392701,0.018376302,0.021172199,0.0204619,0.0185847,0.020377101,0.018156901,0.0177368,0.018816601,0.0192136,0.0185454,0.018267902,0.0179304,0.020177001,0.018103201,0.018501099,0.0190174,0.020514902,0.019817602,0.018878901,0.018791201,0.019305002,0.0185658,0.0190462,0.0193995,0.0219521,0.019903101,0.0202059,0.017229902,0.019383201,0.0177845,0.018577,0.019602301,0.0188928,0.021905201,0.020830901,0.0184507,0.0214929,0.0208223
"114",0.0191091,0.0192238,0.0224734,0.0212851,0.0194907,0.021368001,0.0188694,0.018530902,0.019655202,0.020146601,0.0193156,0.019057101,0.0187416,0.0211036,0.018882401,0.0193628,0.0198761,0.021323901,0.0206511,0.0197946,0.0196713,0.020236801,0.019491801,0.019721102,0.020329,0.0230977,0.020738799,0.0210308,0.018147301,0.0203155,0.018521601,0.0194289,0.020507701,0.0199109,0.022763399,0.0219118,0.0194642,0.022596801,0.021909701
"115",0.019976299,0.0202155,0.0239332,0.022257801,0.020542901,0.022511201,0.0197397,0.0194728,0.020639401,0.021224001,0.0202264,0.019995,0.019691702,0.022179501,0.0198074,0.0203583,0.0208754,0.022286002,0.0216267,0.020858701,0.0206917,0.0213065,0.020565402,0.020537401,0.0214427,0.0244318,0.0217156,0.021997901,0.0192247,0.021389199,0.0193878,0.020426901,0.021564301,0.021078901,0.0237644,0.023165001,0.020625301,0.023874,0.023168501
